Topic,Region,Country,Name,Year,TotPop1000,ToTArea,Incomes,Subregion,Domain,ITTO,COMIFAC,FOREUR,Montreal,UNECE,Forest,TSFor,TTFor,Forchange,ForPerc,PerCapFor,NatFor,Nfchange,OthWooLan,TSOthWooLan,TTOthWooLan,OthLan,LanTreCov,InWater,Landarea,ForExp,TSForExp,TTForExp, Afforest,NatForExp,Deforest,TSDeforest,TTDeforest,HumDef,Reforest,TSReforest,TTReforest,ArtRef,PrimFor,TSPrimFor,TTPrimFor,NatRegFor,TSNatRegFor,TTNatRegFor,IntroSpp,NatzedSpp,PlantFor,TSPlantFor,TTPlantFor,Pfchange,IntroSppPlant,Mangrove,TSMangrove,TTMangrove,PlantMan
1,AS,LAO,Lao People's Democratic Republic,9999,,,,SSEAsia,Trp,no,no,no,no,no,18761.41,2,2,,,,,,,1,1,,,,0,,,,,,,3,1,,,,,,,2,2,,2,1,,,,1,1,,,,3,3,
1,AS,LBN,Lebanon,1990,2703.019,"1,045.00",UM,WCAsia,SubTrp,no,no,no,no,no,131,3,1,,14.459161,0.048464,,,117,3,1,775,114,22,"1,023.00",,3,1,,,,,,,,1,1,0,,3,2,,3,2,,,,3,2,,,0,3,2,
1,AS,LBN,Lebanon,2000,3235.38,"1,045.00",UM,WCAsia,SubTrp,no,no,no,no,no,131,3,1,0,14.459161,0.04049,,,117,3,1,775,114,22,"1,023.00",,3,1,0.305,,,,,,,1,1,0,,3,2,,3,2,,,,3,2,,,0,3,2,
1,AS,LBN,Lebanon,2005,3986.865,"1,045.00",UM,WCAsia,SubTrp,no,no,no,no,no,136.5,3,1,6,14.885496,0.034237,126.4,,106,3,1,780.5,114,22,"1,023.00",,3,1,0.278,,,,,,,1,1,0,0,3,2,126.4,3,2,0,,10.1,3,2,,7.7,0,3,2,
1,AS,LBN,Lebanon,2010,4341.092,"1,045.00",UM,WCAsia,SubTrp,no,no,no,no,no,136.9,3,1,0,14.929117,0.031536,126.4,0,106,3,1,780.1,114,22,"1,023.00",,3,1,,,,,,,,1,1,,0,3,2,126.4,3,2,0,,10.5,3,2,0.4,7.8,0,3,2,
1,AS,LBN,Lebanon,2015,4382.42427,"1,045.00",UM,WCAsia,SubTrp,no,no,no,no,no,137.3,3,1,0,14.972737,0.03133,126.4,0,106,3,1,779.7,114,22,"1,023.00",,3,1,,,,,,,,1,1,,0,3,2,126.4,3,2,0,,10.9,3,2,0.4,,0,3,2,
1,AS,LBN,Lebanon,9999,,,UM,WCAsia,SubTrp,no,no,no,no,no,137.3,3,1,,,,,,,3,1,,,,0,,3,1,,,,,,,,1,1,,,3,2,,3,2,,,,3,2,,,,3,2,
1,AFR,LBR,Liberia,1990,2102.877,"11,137.00",L,WCAfr,Trp,yes,no,no,no,no,4929,2,1,,51.173173,2.343932,4921,,0,2,2,4703,179197,1505,"9,632.00",,2,2,0,,0,1,1,,0,2,2,0,175,2,2,4746,1,1,,,8,1,1,,8,14.3,2,2,
1,AFR,LBR,Liberia,2000,2891.968,"11,137.00",L,WCAfr,Trp,yes,no,no,no,no,4629,2,1,-300,48.058555,1.60064,4621,-300,0,2,2,5003,179197,1505,"9,632.00",,2,2,0,,0.166,1,1,,30,2,2,30,175,2,2,4446,1,1,,,8,1,1,0,8,9.3,2,2,
1,AFR,LBR,Liberia,2005,3269.786,"11,137.00",L,WCAfr,Trp,yes,no,no,no,no,4479,2,1,-150,46.501246,1.369814,4471,-150,0,2,2,5153,179197,1505,"9,632.00",,2,2,0,,0,1,1,,0,2,2,0,175,2,2,4296,1,1,,,8,1,1,0,8,6.8,2,2,
1,AFR,LBR,Liberia,2010,3957.99,"11,137.00",L,WCAfr,Trp,yes,no,no,no,no,4329,2,1,-150,44.943937,1.093737,4321,-150,0,2,2,5303,179197,1505,"9,632.00",,2,2,,,0.166,1,1,,30,2,2,30,175,2,2,4146,1,1,,,8,1,1,0,8,10.9,2,2,
1,AFR,LBR,Liberia,2015,4557.65967,"11,137.00",L,WCAfr,Trp,yes,no,no,no,no,4179,2,1,-150,43.386628,0.916918,4171,-150,0,2,2,5453,179197,1505,"9,632.00",,2,2,,,,1,1,,,2,2,,175,2,2,3996,1,1,,,8,1,1,0,8,10.9,2,2,
1,AFR,LBR,Liberia,9999,,,,WCAfr,Trp,yes,no,no,no,no,4179,2,1,,,,,,,2,2,,,,0,,2,2,,,,1,1,,,2,2,,,2,2,,1,1,,,,1,1,,,,2,2,
1,AFR,LBY,Libya,1990,4259.811,"175,954.00",UM,NAfr,Trp,no,no,no,no,no,217,1,1,,0.123559,0.050941,0,,330,1,1,175407,,0,"175,954.00",,,,,,,,,,,,,,0,1,1,0,1,1,0,0,217,1,1,,,0,3,3,0
1,AFR,LBY,Libya,2000,5176.185,"175,954.00",UM,NAfr,Trp,no,no,no,no,no,217,1,1,,0.123559,0.041923,0,0,330,1,1,175407,,0,"175,954.00",,,,,,,,,,,,,,0,1,1,0,1,1,0,0,217,1,1,0,,0,3,3,0
1,AFR,LBY,Libya,2005,5594.45,"175,954.00",UM,NAfr,Trp,no,no,no,no,no,217,1,1,,0.123559,0.038788,0,0,330,1,1,175407,,0,"175,954.00",,,,,,,,,,,,,,0,1,1,0,1,1,0,0,217,1,1,0,,0,3,3,0
1,AFR,LBY,Libya,2010,6040.612,"175,954.00",UM,NAfr,Trp,no,no,no,no,no,217,1,1,,0.123559,0.035924,0,0,330,1,1,175407,,0,"175,954.00",,,,,,,,,,,,,,0,1,1,0,1,1,0,0,217,1,1,0,,0,3,3,0
1,AFR,LBY,Libya,2015,6607.381844,"175,954.00",UM,NAfr,Trp,no,no,no,no,no,217,1,1,,0.123559,0.032842,0,0,330,1,1,175407,,0,"175,954.00",,,,,,,,,,,,,,0,1,1,0,1,1,0,0,217,1,1,0,,0,3,3,0
1,AFR,LBY,Libya,9999,,,,NAfr,Trp,no,no,no,no,no,217,1,1,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,1,1,,1,1,,,,1,1,,,,3,3,
1,NCA,LCA,Saint Lucia,1990,138.18,62,UM,Carib,Trp,no,no,no,no,no,21.8,3,2,,35.737705,0.157765,18.7,,0,3,2,39.2,,1,61,,2,1,0,0,,2,1,,,2,1,0,18.65,3,2,,3,2,,,3.15,3,2,,,0.26,2,2,
1,NCA,LCA,Saint Lucia,2000,156.949,62,UM,Carib,Trp,no,no,no,no,no,21.2,3,2,-1,34.754098,0.135076,18.1,-0.6,0,3,2,39.8,0.26,1,61,,2,1,0,0,,2,1,,,2,1,0,18.05,3,2,,3,2,,,3.15,3,2,0,,0.22,2,2,
1,NCA,LCA,Saint Lucia,2005,165.407,62,UM,Carib,Trp,no,no,no,no,no,20.9,3,2,0,34.262295,0.126355,17.8,-0.3,0,3,2,40.1,0.26,1,61,,2,1,0,0,,2,1,,,2,1,0,17.75,3,2,,3,2,,,3.15,3,2,0,,0.2,2,2,
1,NCA,LCA,Saint Lucia,2010,177.397,62,UM,Carib,Trp,no,no,no,no,no,20.6,3,2,0,39.312977,0.116124,17.5,-0.3,8.6,3,2,31.8,0.26,1,61,,2,1,,,,2,1,,,2,1,,17.45,3,2,,3,2,,,3.15,3,2,0,,0.18,2,2,
1,NCA,LCA,Saint Lucia,2015,182.7658679,62,UM,Carib,Trp,no,no,no,no,no,20.3,3,2,0,38.740458,0.111071,17.2,-0.3,8.6,3,2,32.1,0.26,1,61,,2,1,,,,2,1,,,2,1,,17.15,3,2,,3,2,,,3.15,3,2,0,,0.16,2,2,
1,NCA,LCA,Saint Lucia,9999,,,,Carib,Trp,no,no,no,no,no,20.3,3,2,,,,,,,3,2,,,,0,,2,1,,,,2,1,,,2,1,,,3,2,,3,2,,,,3,2,,,,2,2,
1,EU,LIE,Liechtenstein,1990,28.745,16,H,Europe,Temp,no,no,no,no,yes,6.5,1,1,,41.935484,0.226126,6.3,,0.5,1,1,9,,0,16,0,1,1,0,0,0,1,1,0,0,1,1,0,1.5,1,1,4.8,1,1,,,0.2,1,1,,,0,1,1,0
1,EU,LIE,Liechtenstein,2000,33.093,16,H,Europe,Temp,no,no,no,no,yes,6.9,1,1,,44.516129,0.208503,6.6,0.3,0.5,1,1,8.6,,0,16,0,1,1,0,0,0,1,1,0,0,1,1,0,1.5,1,1,5.1,1,1,,,0.3,1,1,0.1,,0,1,1,0
1,EU,LIE,Liechtenstein,2005,34.74,16,H,Europe,Temp,no,no,no,no,yes,6.9,1,1,,44.516129,0.198618,6.6,0,0.5,1,1,8.6,,0,16,0,1,1,0,0,0,1,1,0,0.015,1,1,0.015,1.5,1,1,5.1,1,1,,,0.3,1,1,0,,0,1,1,0
1,EU,LIE,Liechtenstein,2010,36.12,16,H,Europe,Temp,no,no,no,no,yes,6.9,1,1,,44.516129,0.19103,6.6,0,0.5,1,1,8.6,,0,16,0,1,1,0,0,0,1,1,0,0,1,1,0,1.5,1,1,5.1,1,1,,,0.3,1,1,0,,0,1,1,0
1,EU,LIE,Liechtenstein,2015,36.12,16,H,Europe,Temp,no,no,no,no,yes,6.9,1,1,,44.516129,0.19103,6.6,0,0.5,1,1,8.6,,0,16,,1,1,,,,1,1,,,1,1,,1.5,1,1,5.1,1,1,,,0.3,1,1,0,,0,1,1,0
1,EU,LIE,Liechtenstein,9999,,,,Europe,Temp,no,no,no,no,yes,6.9,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AS,LKA,Sri Lanka,1990,17323.977,"6,561.00",LM,SSEAsia,Trp,no,no,no,no,no,2284,3,1,,36.421623,0.13184,2026,,0,3,1,3987,,290,"6,271.00",0,1,1,,,,,,,0,3,3,,257,2,2,1769,2,2,,,258,3,3,,,9.109,3,3,
1,AS,LKA,Sri Lanka,2000,18846.401,"6,561.00",LM,SSEAsia,Trp,no,no,no,no,no,2192,3,1,-92,34.954553,0.116309,1958,-68,0,3,1,4079,,290,"6,271.00",0,1,1,,,,,,,0,3,3,,197,2,2,1761,2,2,,,234,3,3,-24,,11.214,3,3,
1,AS,LKA,Sri Lanka,2005,19951.291,"6,561.00",LM,SSEAsia,Trp,no,no,no,no,no,2118,3,1,-74,33.774518,0.106159,1923,-35,0,3,1,4153,,290,"6,271.00",0,1,1,,,,,,,0,3,3,,167,2,2,1756,2,2,,,195,3,3,-39,,12.267,3,3,
1,AS,LKA,Sri Lanka,2010,20758.779,"6,561.00",LM,SSEAsia,Trp,no,no,no,no,no,2103,3,1,-15,33.815726,0.101307,1898,-25,52,3,1,4116,,290,"6,271.00",0,1,1,,,,,,,0,3,3,,167,2,2,1731,2,2,,,205,3,3,10,,15.669,3,3,
1,AS,LKA,Sri Lanka,2015,21705.15955,"6,561.00",LM,SSEAsia,Trp,no,no,no,no,no,2070,3,1,-33,33.285094,0.095369,1855,-43,52,3,1,4149,,290,"6,271.00",,1,1,,,,,,,,3,3,,167,2,2,1688,2,2,,,215,3,3,10,,15.669,3,3,
1,AS,LKA,Sri Lanka,9999,,,LM,SSEAsia,Trp,no,no,no,no,no,2070,3,1,,,,,,,3,1,,,,0,,1,1,,,,,,,,3,3,,,2,2,,2,2,,,,3,3,,,,3,3,
1,AFR,LSO,Lesotho,1990,1597.534,"3,035.00",LM,ESAfr,SubTrp,no,no,no,no,no,40,1,1,,1.382648,0.025039,34,,142,1,1,2853,,0,"3,035.00",,1,1,0.22,,,1,1,,,1,1,,0,2,2,34,2,1,,,6,2,1,,6,0,3,3,0
1,AFR,LSO,Lesotho,2000,1856.225,"3,035.00",LM,ESAfr,SubTrp,no,no,no,no,no,42,1,1,2,1.440823,0.022627,33.8,-0.2,120,1,1,2873,,0,"3,035.00",,1,1,0.22,,,1,1,,,1,1,,0,2,2,33.8,2,1,,,8.2,2,1,2.2,8.2,0,3,3,0
1,AFR,LSO,Lesotho,2005,1925.844,"3,035.00",LM,ESAfr,SubTrp,no,no,no,no,no,43,1,1,1,1.469081,0.022328,33.7,-0.1,108,1,1,2884,,0,"3,035.00",,1,1,0.22,,,1,1,,,1,1,,0,2,2,33.7,2,1,,,9.3,2,1,1.1,9.3,0,3,3,0
1,AFR,LSO,Lesotho,2010,2008.921,"3,035.00",LM,ESAfr,SubTrp,no,no,no,no,no,44,1,1,1,1.497617,0.021902,33.6,-0.1,97,1,1,2894,,0,"3,035.00",,1,1,0.19,,,1,1,,,1,1,,0,2,2,33.6,2,1,,,10.4,2,1,1.1,10.4,0,3,3,0
1,AFR,LSO,Lesotho,2015,2286.51744,"3,035.00",LM,ESAfr,SubTrp,no,no,no,no,no,49,1,1,5,1.667234,0.02143,31.9,-1.7,96,1,1,2890,,0,"3,035.00",,1,1,,,,1,1,,,1,1,,0,2,2,31.9,2,1,,,17.1,2,1,6.7,17.1,0,3,3,0
1,AFR,LSO,Lesotho,9999,,,,ESAfr,SubTrp,no,no,no,no,no,49,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,2,2,,2,1,,,,2,1,,,,3,3,
1,EU,LTU,Lithuania,1990,3697.393,"6,530.00",H,Europe,Temp,no,no,no,no,yes,1945,3,3,,31.431803,0.526046,1534,,80,3,3,4243,63,262,"6,268.00",,1,3,,,,3,3,,,3,3,,20,3,3,1514,3,3,0,0,411,3,3,,3,0,3,3,0
1,EU,LTU,Lithuania,2000,3498.446,"4,510.00",H,Europe,Temp,no,no,no,no,yes,,3,3,-1945,32.65966,0.577399,1559,25,83,3,3,4165,62,262,"4,248.00",6.896,1,3,0.576,6.32,0.048,3,3,0.048,,3,3,,21,3,3,1538,3,3,0,0,461,3,3,50,3,0,3,3,0
1,EU,LTU,Lithuania,2005,3286.782,"6,530.00",H,Europe,Temp,no,no,no,no,yes,2121,3,3,2121,34.237288,0.645312,1630,71,73,3,3,4074,63,262,"6,268.00",7.838,1,3,2.418,5.42,0.088,3,3,0.088,17.95,3,3,8.19,26,3,3,1604,3,3,0,0,491,3,3,30,3,0,3,3,0
1,EU,LTU,Lithuania,2010,3068.457,"6,530.00",H,Europe,Temp,no,no,no,no,yes,2170,3,3,49,35.093394,0.707196,1640,10,84,3,3,4013.5,63,262.5,"6,267.50",9.956,1,3,3.469,6.487,0.037,3,3,0.037,15.8,3,3,8.7,26,3,3,1614,3,3,0,0,530,3,3,39,3,0,3,3,0
1,EU,LTU,Lithuania,2015,3242.227468,"6,530.00",H,Europe,Temp,no,no,no,no,yes,2180,3,3,10,35.369514,0.672377,1610,-30,104,3,3,3983.5,63,262.5,"6,267.50",,1,3,,,,3,3,,,3,3,,26,3,3,1584,3,3,0,0,570,3,3,40,3,0,3,3,0
1,EU,LTU,Lithuania,9999,,,H,Europe,Temp,no,no,no,no,yes,2180,3,3,,,,,,,3,3,,,,0,,1,3,,,,3,3,,,3,3,,,3,3,,3,3,,,,3,3,,,,3,3,
1,EU,LUX,Luxembourg,1990,381.79,259,H,Europe,Temp,no,no,yes,no,yes,85.8,1,1,,33.489461,0.224731,57.7,,2.8,1,1,170.4,,0,259,,,,,,,,,,,,,,0,1,1,57.7,1,1,,,28.3,1,1,,,0,3,3,0
1,EU,LUX,Luxembourg,2000,436.111,259,H,Europe,Temp,no,no,yes,no,yes,86.7,1,1,,33.656832,0.198803,58.7,1,1.4,1,1,170.9,,0,259,,,,,,,,,,,,,,0,1,1,58.7,1,1,,,28.3,1,1,0,,0,3,3,0
1,EU,LUX,Luxembourg,2005,457.847,259,H,Europe,Temp,no,no,yes,no,yes,86.7,1,1,,33.656832,0.189365,58.7,0,1.4,1,1,170.9,,0,259,,,,,,,,,,,,,,0,1,1,58.7,1,1,,,28.3,1,1,0,,0,3,3,0
1,EU,LUX,Luxembourg,2010,507.885,259,H,Europe,Temp,no,no,yes,no,yes,86.7,1,1,,33.656832,0.170708,58.7,0,1.4,1,1,170.9,,0,259,,,,,,,,,,,,,,0,1,1,58.7,1,1,,,28.3,1,1,0,,0,3,3,0
1,EU,LUX,Luxembourg,2015,542.5526755,259,H,Europe,Temp,no,no,yes,no,yes,86.7,1,1,,33.656832,0.1598,58.7,0,1.4,1,1,170.9,,0,259,,,,,,,,,,,,,,0,1,1,58.7,1,1,,,28.3,1,1,0,,0,3,3,0
1,EU,LUX,Luxembourg,9999,,,,Europe,Temp,no,no,yes,no,yes,86.7,1,1,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,1,1,,1,1,,,,1,1,,,,3,3,
1,EU,LVA,Latvia,1990,2663.985,"6,448.00",H,Europe,Temp,no,no,yes,no,yes,3173,3,2,,51.973792,1.191073,2449,,115,3,2,2932,21,228,"6,220.00",4.724,3,2,0,4.724,,3,2,,6.143,3,3,6.143,17,2,2,2432,2,2,0,0,724,2,2,,1.9,0,3,3,0
1,EU,LVA,Latvia,2000,2371.481,"6,448.00",H,Europe,Temp,no,no,yes,no,yes,3241,3,2,68,53.15729,1.366657,2532,83,123,3,2,2856,29,228,"6,220.00",6.942,3,2,0.31,6.632,,3,2,,18.012,3,3,8.32,17,2,2,2515,2,2,0,0,709,2,2,-15,1.9,0,3,3,0
1,EU,LVA,Latvia,2005,2227.559,"6,448.00",H,Europe,Temp,no,no,yes,no,yes,3297,3,2,56,54.031465,1.480095,2606,74,118,3,2,2805,29,228,"6,220.00",8.313,3,2,1.681,6.632,0.42,3,2,0.42,33.491,3,3,11.301,16,2,2,2590,2,2,0,0,691,2,2,-18,1.9,0,3,3,0
1,EU,LVA,Latvia,2010,2090.519,"6,448.00",H,Europe,Temp,no,no,yes,no,yes,3354,3,2,57,54.920583,1.604386,2726,120,113,3,2,2753,29,228,"6,220.00",2.755,3,2,2.274,0.481,0.321,3,2,0.321,35.546,3,3,11.759,15,2,2,2711,2,2,0,0,628,2,2,-63,1.8,0,3,3,0
1,EU,LVA,Latvia,2015,2202.205816,"6,448.00",H,Europe,Temp,no,no,yes,no,yes,3356,3,2,2,54.944335,1.523927,2744,18,112,3,2,2752,29,228,"6,220.00",,3,2,,,,3,2,,,3,3,,16,2,2,2728,2,2,0,0,612,2,2,-16,1.8,0,3,3,0
1,EU,LVA,Latvia,9999,,,H,Europe,Temp,no,no,yes,no,yes,3356,3,2,,,,,,,3,2,,,,0,,3,2,,,,3,2,,,3,3,,,2,2,,2,2,,,,2,2,,,,3,3,
1,NCA,MAF,Saint Martin,1990,,5.5,H,Carib,Trp,no,no,no,no,no,1.144,2,2,,33.15942,,0,,1.95,2,2,2.306,,0.1,5.4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,2,
1,NCA,MAF,Saint Martin,2000,,5.5,H,Carib,Trp,no,no,no,no,no,1.144,2,2,0,33.15942,,0,0,1.95,2,2,2.306,,0.1,5.4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,2,
1,NCA,MAF,Saint Martin,2005,,5.5,H,Carib,Trp,no,no,no,no,no,1.144,2,2,0,33.15942,,0,0,1.95,2,2,2.306,,0.1,5.4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,2,
1,NCA,MAF,Saint Martin,2010,,5.5,H,Carib,Trp,no,no,no,no,no,1.144,2,2,0,33.15942,,0,0,1.95,2,2,2.306,,0.1,5.4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,2,
1,NCA,MAF,Saint Martin,2015,,5.5,H,Carib,Trp,no,no,no,no,no,1.144,2,2,0,33.15942,,0.3,0.3094,1.95,2,2,2.306,,0.1,5.4,,,,,,,,,,,,,,,,,0.3094,2,,,,,,,,,0.0262,2,2,
1,NCA,MAF,Saint Martin,9999,,,H,Carib,Trp,no,no,no,no,no,1.144,2,2,,,,,,,2,2,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,2,
1,AFR,MAR,Morocco,1990,24674.974,"44,655.00",LM,NAfr,SubTrp,no,no,no,no,no,4954,2,2,,11.202316,0.20077,4476,,407,2,2,39269,,25,"44,630.00",,1,1,,0,,1,1,,13.2,3,3,13.2,0,1,1,4476,2,2,,,478,3,3,,,0,3,3,0
1,AFR,MAR,Morocco,2000,28710.123,"44,655.00",LM,NAfr,SubTrp,no,no,no,no,no,4993,2,2,39,11.290505,0.173911,4470,-6,407,2,2,39230,791,25,"44,630.00",8.96,1,1,8.96,0,,1,1,,15.2,3,3,15.2,0,1,1,4470,2,2,,,523,3,3,45,,0,3,3,0
1,AFR,MAR,Morocco,2005,30125.445,"44,655.00",LM,NAfr,SubTrp,no,no,no,no,no,5401,2,2,408,12.268587,0.179284,4840,370,607,2,2,38622,842,25,"44,630.00",8.5,1,1,8.5,0,,1,1,,29.1,3,3,20.5,0,1,1,4840,2,2,,,561,3,3,38,206,0,3,3,0
1,AFR,MAR,Morocco,2010,31642.36,"44,655.00",LM,NAfr,SubTrp,no,no,no,no,no,5672,2,2,271,12.884174,0.179253,5045,205,607,2,2,38351,1082,25,"44,630.00",4,1,1,4,0,,1,1,,36.5,3,3,26.5,0,1,1,5045,2,2,,,627,3,3,66,207,0,3,3,0
1,AFR,MAR,Morocco,2015,33565.54886,"44,655.00",LM,NAfr,SubTrp,no,no,no,no,no,5632,2,2,-40,12.785471,0.167791,4926,-119,580,2,2,38418,1273,25,"44,630.00",,1,1,,,,1,1,,,3,3,,0,1,1,4926,2,2,,,706,3,3,79,205,0,3,3,0
1,AFR,MAR,Morocco,9999,,,LM,NAfr,SubTrp,no,no,no,no,no,5632,2,2,,,,,,,2,2,,,,0,,1,1,,,,1,1,,,3,3,,,1,1,,2,2,,,,3,3,,,,3,3,
1,EU,MCO,Monaco,1990,29.438,0.2,H,Europe,SubTrp,no,no,no,no,yes,0,1,1,,0,0,0,,0,1,1,0.202,0.0084,0,0.2,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,,0,0,3,3,0
1,EU,MCO,Monaco,2000,32.081,0.2,H,Europe,SubTrp,no,no,no,no,yes,0,1,1,,0,0,0,0,0,1,1,0.202,0.0084,0,0.2,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,3,0
1,EU,MCO,Monaco,2005,33.808,0.2,H,Europe,SubTrp,no,no,no,no,yes,0,1,1,,0,0,0,0,0,1,1,0.202,0.0084,0,0.2,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,3,0
1,EU,MCO,Monaco,2010,36.845,0.2,H,Europe,SubTrp,no,no,no,no,yes,0,1,1,,0,0,0,0,0,1,1,0.202,0.0084,0,0.2,0,1,1,0,0,0,1,1,0,0,1,1,,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,3,0
1,EU,MCO,Monaco,2015,36.845,0.2,H,Europe,SubTrp,no,no,no,no,yes,0,1,1,,0,0,0,0,0,1,1,0.202,0.0084,0,0.2,,1,1,,,,1,1,,,1,1,,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,3,0
1,EU,MCO,Monaco,9999,,,,Europe,SubTrp,no,no,no,no,yes,0,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,3,3,
1,EU,MDA,"Moldova, Republic of",1990,4364.114,"3,385.00",LM,Europe,Temp,no,no,no,no,yes,319,1,1,,9.779277,0.073096,318,,31,1,1,2943,,92,"3,293.00",,,,,,,,,,,,,,0,1,1,318,1,1,,,1,1,1,,,0,1,1,
1,EU,MDA,"Moldova, Republic of",2000,4107.184,"3,384.00",LM,Europe,Temp,no,no,no,no,yes,324,1,1,,9.947805,0.078886,323,5,31,1,1,2933,,96,"3,288.00",,,,1,,,,,,,,,,0,1,1,323,1,1,,,1,1,1,0,,0,1,1,
1,EU,MDA,"Moldova, Republic of",2005,3767.077,"3,385.00",LM,Europe,Temp,no,no,no,no,yes,363,1,1,,11.262799,0.096361,362,39,66,1,1,2860,,96,"3,289.00",,,,1,,,,,,,,,,0,1,1,362,1,1,,,1,1,1,0,,0,1,1,
1,EU,MDA,"Moldova, Republic of",2010,3573.024,"3,385.00",LM,Europe,Temp,no,no,no,no,yes,386,1,1,,12.004727,0.108032,384,22,70,1,1,2829.4,,99.6,"3,285.40",,,,,,,,,,,,,,0,1,1,384,1,1,,,2,1,1,1,,0,1,1,
1,EU,MDA,"Moldova, Republic of",2015,3449.742727,"3,385.00",LM,Europe,Temp,no,no,no,no,yes,409,1,1,,12.735878,0.11856,407,23,74,1,1,2802.4,,99.6,"3,285.40",,,,,,,,,,,,,,0,1,1,407,1,1,,,2,1,1,0,,,1,1,
1,EU,MDA,"Moldova, Republic of",9999,,,,Europe,Temp,no,no,no,no,yes,409,1,1,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AFR,MDG,Madagascar,1990,11545.782,"58,704.00",L,ESAfr,Trp,no,no,no,no,no,13692,1,1,,36.999406,1.185888,13461,,21148,1,1,23314,,550,"58,154.00",,1,1,4.1,0,,1,1,,4.1,3,1,4.1,3367,1,1,10094,1,1,,,231,1,1,,231,330,1,1,
1,AFR,MDG,Madagascar,2000,15744.811,"58,704.00",L,ESAfr,Trp,no,no,no,no,no,13023,1,1,-669,32.8027,0.82713,12751,-710,18453,1,1,26678,,550,"58,154.00",0,1,1,3.6,0,,1,1,67,3.6,3,1,3.6,3179,1,1,9572,1,1,,,272,1,1,41,272,315,1,1,
1,AFR,MDG,Madagascar,2005,18290.394,"58,704.00",L,ESAfr,Trp,no,no,no,no,no,12838,1,1,-185,31.23601,0.701898,12548,-203,17054,1,1,28262,,550,"58,154.00",1.6,1,1,1.6,0,,1,1,37,7.3,3,1,7.3,3137,1,1,9411,1,1,,,290,1,1,18,290,300,1,1,
1,AFR,MDG,Madagascar,2010,21079.532,"58,704.00",L,ESAfr,Trp,no,no,no,no,no,12553,1,1,-285,29.560119,0.595507,12138,-410,15688,1,1,29913,,550,"58,154.00",11.4,1,1,11.4,0,,1,1,57,28,3,1,28,3036,1,1,9102,1,1,,,415,1,1,125,415,298,1,1,
1,AFR,MDG,Madagascar,2015,23932.08858,"58,704.00",L,ESAfr,Trp,no,no,no,no,no,12473,1,1,-80,28.550174,0.521183,12161,23,14466,1,1,31215,,550,"58,154.00",,1,1,,,,1,1,,,3,1,,2993,1,1,9168,1,1,,,312,1,1,-103,312,283,1,1,
1,AFR,MDG,Madagascar,9999,,,,ESAfr,Trp,no,no,no,no,no,12473,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,3,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AS,MDV,Maldives,1990,215.859,30,UM,SSEAsia,Trp,no,no,no,no,no,1,1,1,,3.333333,0.004633,,,0,1,1,29,,0,30,0,1,1,0,0,0,1,1,,0,1,1,0,,,,,,,,,,,,,,,1,1,
1,AS,MDV,Maldives,2000,272.745,30,UM,SSEAsia,Trp,no,no,no,no,no,1,1,1,,3.333333,0.003666,,,0,1,1,29,,0,30,0,1,1,0,0,0,1,1,,0,1,1,0,,,,,,,,,,,,,,,1,1,
1,AS,MDV,Maldives,2005,297.576,30,UM,SSEAsia,Trp,no,no,no,no,no,1,1,1,,3.333333,0.00336,,,0,1,1,29,,0,30,0,1,1,0,0,0,1,1,,0,1,1,0,,,,,,,,,,,,,,,1,1,
1,AS,MDV,Maldives,2010,325.694,30,UM,SSEAsia,Trp,no,no,no,no,no,1,1,1,,3.333333,0.00307,,,0,1,1,29,,0,30,0,1,1,0,0,0,1,1,,0,1,1,0,,,,,,,,,,,,,,,1,1,
1,AS,MDV,Maldives,2015,336.8568216,30,UM,SSEAsia,Trp,no,no,no,no,no,1,1,1,,3.333333,0.002969,,,0,1,1,29,,0,30,,1,1,,,,1,1,,,1,1,,,,,,,,,,,,,,,,1,1,
